designer,url,temporada,fecha_scrapped,fuente,Year
private-policy,https://assets.vogue.com/photos/65c5dcde9329f6323e0a7a46/master/w_2560%2Cc_limit/00018-private-policy-fall-2024-ready-to-wear-credit-gorunway.jpg,otoño - invierno,2024_02_09_14_02_19,vogue,2024
private-policy,https://assets.vogue.com/photos/65c5dcdfbcba8ba4c78cf1df/master/w_2560%2Cc_limit/00019-private-policy-fall-2024-ready-to-wear-credit-gorunway.jpg,otoño - invierno,2024_02_09_14_02_19,vogue,2024
private-policy,https://assets.vogue.com/photos/65c5dce17b8998e5503e4cc1/master/w_2560%2Cc_limit/00020-private-policy-fall-2024-ready-to-wear-credit-gorunway.jpg,otoño - invierno,2024_02_09_14_02_19,vogue,2024
private-policy,https://assets.vogue.com/photos/65c5dce2fdecc19894850a65/master/w_2560%2Cc_limit/00021-private-policy-fall-2024-ready-to-wear-credit-gorunway.jpg,otoño - invierno,2024_02_09_14_02_19,vogue,2024
private-policy,https://assets.vogue.com/photos/65c5dce3a91b310a259fb7fb/master/w_2560%2Cc_limit/00022-private-policy-fall-2024-ready-to-wear-credit-gorunway.jpg,otoño - invierno,2024_02_09_14_02_19,vogue,2024
private-policy,https://assets.vogue.com/photos/65c5dce4aaa9cdf6d3a8f85a/master/w_2560%2Cc_limit/00023-private-policy-fall-2024-ready-to-wear-credit-gorunway.jpg,otoño - invierno,2024_02_09_14_02_19,vogue,2024
private-policy,https://assets.vogue.com/photos/65c5dce56fe35c205ee5b09a/master/w_2560%2Cc_limit/00024-private-policy-fall-2024-ready-to-wear-credit-gorunway.jpg,otoño - invierno,2024_02_09_14_02_19,vogue,2024
private-policy,https://assets.vogue.com/photos/65c5dce6a91b310a259fb7fd/master/w_2560%2Cc_limit/00025-private-policy-fall-2024-ready-to-wear-credit-gorunway.jpg,otoño - invierno,2024_02_09_14_02_19,vogue,2024
private-policy,https://assets.vogue.com/photos/65c5dce79329f6323e0a7a48/master/w_2560%2Cc_limit/00026-private-policy-fall-2024-ready-to-wear-credit-gorunway.jpg,otoño - invierno,2024_02_09_14_02_19,vogue,2024
private-policy,https://assets.vogue.com/photos/65c5dce8e9261ce257d849f9/master/w_2560%2Cc_limit/00027-private-policy-fall-2024-ready-to-wear-credit-gorunway.jpg,otoño - invierno,2024_02_09_14_02_19,vogue,2024
private-policy,https://assets.vogue.com/photos/65c5dce98a21f76aba498d8f/master/w_2560%2Cc_limit/00028-private-policy-fall-2024-ready-to-wear-credit-gorunway.jpg,otoño - invierno,2024_02_09_14_02_19,vogue,2024
private-policy,https://assets.vogue.com/photos/65c5dcebaaa9cdf6d3a8f85c/master/w_2560%2Cc_limit/00029-private-policy-fall-2024-ready-to-wear-credit-gorunway.jpg,otoño - invierno,2024_02_09_14_02_19,vogue,2024
private-policy,https://assets.vogue.com/photos/65c5dceca86b093920720096/master/w_2560%2Cc_limit/00030-private-policy-fall-2024-ready-to-wear-credit-gorunway.jpg,otoño - invierno,2024_02_09_14_02_19,vogue,2024
private-policy,https://assets.vogue.com/photos/65c5dcec0f21120c886e988d/master/w_2560%2Cc_limit/00031-private-policy-fall-2024-ready-to-wear-credit-gorunway.jpg,otoño - invierno,2024_02_09_14_02_19,vogue,2024
private-policy,https://assets.vogue.com/photos/65c5dcec0f21120c886e988d/master/w_2560%2Cc_limit/00031-private-policy-fall-2024-ready-to-wear-credit-gorunway.jpg,otoño - invierno,2024_02_09_14_02_19,vogue,2024
