Image_date,Image_Profile,Image_URL,Ingest_Date,Caption
2022-12-09,mbfwmadrid,https://instagram.fmad6-1.fna.fbcdn.net/v/t51.2885-15/318659376_697380808675006_2682349967278086377_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fmad6-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=PGQugUJ3I2YAX8dr5R2&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAJRt2B_naQuzqIzP5ahVb5pX4_zq4748wP1VUvZT9gDA&oe=65A565D3&_nc_sid=bc0c2c,2024-01-12 17:38,"Los hipnóticos volúmenes de la nueva colección de @isabelsanchiscostura presentada en la 76 edición de #MBFWMadrid nos mostraron una completa armonía entre elegancia y feminidad. 

Una propuesta en la que, tejidos como el raso, la organza o el neopreno se convirtieron en los grandes protagonistas. 
-

The hypnotic volumes that we saw in the new Isabel Sanchís collection presented at the 76th edition of #MBFWMadrid displayed complete harmony between elegance and femininity. 

The main fabrics used in the designs were satin, organza and neoprene."
