designer,page_url,year,temporada,city,tipo,url
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/506e/82b7/dea1/972e/6f05/7d4f/14d9/60cb/1bba/79e2/79e2.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/609d/6472/3ca9/ae26/2e33/1ec7/0828/9f49/5616/eb77/eb77.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/7bf7/cd87/6d82/66ed/cde7/682b/8f2e/d0ae/5457/7b60/7b60.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/deb8/5674/2cf2/7bc6/f551/2c81/65c6/36ac/b0e2/10b4/10b4.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/07bb/8d52/989b/ce7d/fc9f/e035/562b/bcc3/17cc/00ba/00ba.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/e9f3/be0d/8cab/d98b/cacf/5b8d/a262/6a97/e3e0/82fb/82fb.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/b8a4/99e9/f0aa/6118/e742/3748/39ac/327b/2aa0/690a/690a.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/433b/68c3/cebe/0e5b/40e8/6d7f/9c46/5573/6165/2a20/2a20.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/948f/e7f7/ff4e/48f2/355d/b99c/52e9/63f7/b49c/9759/9759.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/ec86/44d8/58d6/35a8/1e25/30f3/f74e/f0c5/c00a/83b1/83b1.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/80c1/7354/c958/96a9/ac17/e3b3/d34d/8600/a814/64d2/64d2.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/7342/d7f9/bb5e/7661/7aaf/3c7b/b064/736d/4f7e/6c61/6c61.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/1191/27a9/23d3/8e69/4de9/8901/43ef/9cf3/c6fa/cc49/cc49.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/b0e9/a152/177e/9aa8/50d5/dc45/3454/ba6b/0cbd/072d/072d.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/ed8b/c3c7/4878/3623/b7da/0272/d8ad/c21f/6a89/9015/9015.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/5dd9/9622/930a/b8cb/177a/d104/185c/4cf1/9ad1/22d2/22d2.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/09b6/5097/0046/0c09/e20a/abae/5469/1413/f0df/a834/a834.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/cede/1370/8271/5470/3601/427a/97e1/d092/caba/63cb/63cb.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/312e/96fe/60e3/1e62/b28c/9dc2/18ef/89c0/4513/f5c6/f5c6.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/0fd6/fa14/05e2/87d2/1b87/c588/d0ed/dac4/67bc/da9c/da9c.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/4290/d7ff/a1c9/5b50/d636/91db/1b58/e3cf/837f/e585/e585.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/a006/7080/c333/9066/004f/5a15/921b/407c/b9eb/4630/4630.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/3cf5/5f57/4b71/bf58/a3e2/0485/523a/c4be/b5f9/1881/1881.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/0abf/66f4/56a6/bdae/c84e/91cd/2820/2b37/b095/918b/918b.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/dfcf/5030/41e3/c531/fe4f/9456/9804/3be4/51c7/affb/affb.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/ffe1/3839/2931/b0f3/45c4/cfbf/c779/02ff/a3e6/babf/babf.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/769a/c327/9153/642b/56e8/1e4e/f98a/ae0f/91f3/9c44/9c44.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/109f/7d76/675a/08a5/740d/a883/1342/d92f/68c3/55e8/55e8.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/6335/655c/1702/3f49/4abe/2a87/c676/b4aa/5439/0fb2/0fb2.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/fbf6/b385/6f42/5264/3aca/f246/9e3c/1c50/5817/8005/8005.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/b459/22f0/1025/0b67/169b/1520/6f0a/0301/23b8/33be/33be.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/6888/1f4d/cda1/a0c2/5604/fbaf/8027/7782/0eba/5ec7/5ec7.JPG"
Dries Van Noten,"https://es.fashionnetwork.com/galeries/photos/Dries-Van-Noten,54085.html",2024,Otoño - invierno,parís,womenswear detalles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/0391/2f6e/21d7/8d6c/0361/4788/b03a/e350/83da/1cff/1cff.JPG"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/7675/6142/f5b6/5874/4581/c737/b070/3e0b/ca45/fbc4/fbc4.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/3dc3/40e2/0cc1/93c1/97a8/de11/e297/7a7a/ddf7/237c/237c.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/ae01/b55b/f29a/e23b/2701/65a9/429c/a89e/29ee/2379/2379.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/f305/0dbf/ea51/7dac/a61b/1a55/4e0b/dfd6/56d6/a164/a164.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/f615/3cc6/a482/3e93/3642/55be/0adf/c6f8/5a9e/ab25/ab25.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/d0f7/b1b2/40a6/4f8d/bf84/0aa6/43e5/f6b1/d654/1fef/1fef.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/019c/9005/590e/3899/8c39/714f/3aa3/2d29/ae90/c0b4/c0b4.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/f7ac/97a9/54cc/1de0/d459/1c2f/a01a/84c2/0799/6978/6978.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/1b3a/88a9/15e8/653b/ac97/7193/381c/9c46/8c68/2e27/2e27.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/7473/fd10/9c8d/87f9/0f99/59cb/a49e/1c0a/dc5a/574b/574b.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/2e2d/fac7/a580/9069/bfc6/72af/3df5/644c/3019/8f27/8f27.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/9b88/7864/cb79/8695/f994/751d/cdd4/d577/759b/50b7/50b7.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/110c/5781/58a3/02e6/34b3/6d0f/35e8/5c38/dc1d/9cff/9cff.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/c8ef/a6f3/3c4e/243b/a246/86ef/f841/3105/f0c0/9d2f/9d2f.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/2e1b/84fd/3a0a/8a76/e19e/b1b5/626e/d97c/a74a/db49/db49.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/b724/407f/f381/78c6/6a5c/9b13/3e08/af7b/3e7a/b077/b077.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/fd05/6beb/6fb6/81c3/d674/cf36/327a/4b4f/10e8/cf71/cf71.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/2c04/6a0b/d6b2/c09c/7c24/40f4/bec0/fc5d/4e92/c9cd/c9cd.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/4383/436e/76e7/35e1/b1d1/2049/1f97/2b94/f61c/591d/591d.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/483e/6775/2847/623f/fcef/a260/ac7f/e647/8ce7/d785/d785.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/b086/7ed7/9c72/2861/c679/9255/cfb8/ba5b/bd63/1b22/1b22.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/a385/51f8/8a66/5c89/2cb5/23a1/421c/21bb/2840/61ab/61ab.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/81cc/5b11/9933/60de/7f0c/5f55/54ff/b33a/8ece/3451/3451.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/3fad/7b36/e31f/e72c/ca17/f5c6/94cd/1fff/8b6c/112a/112a.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/daa5/9094/dcce/27a2/373a/7804/d8b9/d84b/2a62/21cc/21cc.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/41a6/983d/bd28/9748/985d/5d14/fb8d/5577/fc5b/09bc/09bc.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/0553/61b4/86a0/daa9/8765/0f45/fe7e/a8d3/f794/113c/113c.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/72ed/883c/3750/ffcb/aeb7/e9a0/b359/724c/6eb9/d5c1/d5c1.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/66ac/920f/73f9/98ad/1f27/99cd/6752/0ccc/0f1a/5ed8/5ed8.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/2003/a32c/9627/4956/b2e9/6b8b/90bf/66a2/6058/f6c9/f6c9.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/b1c2/1e63/66d8/e5cf/d638/4af3/0afa/e068/4dc7/6b87/6b87.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/9b2e/80f7/4fb6/8ea0/ff03/215c/72f8/ac14/5d94/9612/9612.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/d4ae/0128/a1a4/f83d/bbf3/2f1c/8cc7/9dd2/7b30/7498/7498.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/1655/5d4e/8f4b/5d56/8607/ff46/d875/b4d8/c267/b735/b735.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/831d/2e8c/fe40/2c98/32cf/c3e6/b76e/1a5d/f1e7/d370/d370.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/c603/af0a/b565/b5fa/adb1/9338/512e/a593/d55c/41b5/41b5.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/1b58/e05f/b3f8/f484/7b9d/14c9/cdad/54e3/4665/45b5/45b5.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/c961/ae64/a345/a04f/d525/94c6/7b32/0e77/c8bb/c4aa/c4aa.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/0b11/0f30/dd2d/5e3c/6978/add7/f33b/1c6b/4aca/b481/b481.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/db84/eab9/d3c9/cf28/d115/6ec0/94d3/c51b/6f8b/f3a9/f3a9.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/10eb/1885/3382/ade1/dc23/d98e/83bf/87cc/9a99/10fa/10fa.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/0479/15cd/5b38/85ad/f19d/aa25/a154/19d3/03df/c9ba/c9ba.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/2d84/580d/f1de/d854/2398/7b08/cad7/ffa1/df08/a1a7/a1a7.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/d9c0/2d43/3ac8/435b/1874/8440/2bf3/8dbb/988a/a580/a580.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/04ed/1cf7/d55e/c46c/b705/0e49/27a3/aa7b/b03c/2145/2145.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/beeb/a5bd/1df1/ac94/1ab2/2818/c027/e410/a9eb/ef9a/ef9a.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/6124/e688/6147/b24d/7071/a45d/775e/4e37/3db4/9a18/9a18.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/c01c/74a9/d350/39d7/b68f/5f1c/d964/a476/8bfa/8093/8093.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/45f9/615b/6cf0/6b13/03bd/6493/018b/1156/c0b0/d005/d005.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/0310/9720/4ce9/2a3a/7b79/a643/c0c9/123c/b9f3/59a0/59a0.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/7d93/5d34/b3f9/31e1/91ec/1627/e714/07fd/d6fb/ab99/ab99.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/f2f1/dcd7/7764/6ab9/25cf/4bd6/7b0f/4740/51d0/4924/4924.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/7323/17f7/1c4c/d4a9/b10d/819c/4e85/756d/7127/74f0/74f0.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/0531/ae64/0a54/45b7/1618/c023/737b/625b/095b/b219/b219.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/3ad1/5729/6db5/006a/d450/9679/c3a5/5ae7/dcd0/6435/6435.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/0f4a/0529/d325/3fb7/1f4c/4a91/be95/8069/9af8/8bfe/8bfe.jpg"
Balmain,"https://es.fashionnetwork.com/galeries/photos/Balmain,54084.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/fa8d/5611/d5c9/3522/18b5/47a2/8295/1f8e/3f90/ec43/ec43.jpg"
Florentina Leitner,"https://es.fashionnetwork.com/galeries/photos/Florentina-Leitner,54083.html",2024,Otoño - invierno,parís,womenswear desfiles,"https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/257f/33aa/527e/795d/2b65/22cf/4cd8/4236/57a7/c07f/c07f.jpg"
